date,service,type
"2011-07-07 15:13:59 +0000","twitter","tweet"
"2011-07-07 11:02:01 +0000","twitter","tweet"
"2011-07-07 06:45:43 +0000","twitter","tweet"
"2011-07-07 06:43:40 +0000","twitter","tweet"
"2011-07-06 17:30:47 +0000","twitter","tweet"
"2011-07-06 17:28:55 +0000","twitter","tweet"
"2011-07-06 16:57:08 +0000","twitter","tweet"
"2011-07-06 15:22:01 +0000","twitter","tweet"
"2011-07-06 15:17:18 +0000","twitter","tweet"
"2011-07-05 15:43:46 +0000","twitter","tweet"
"2011-07-05 15:26:05 +0000","twitter","tweet"
"2011-07-05 07:43:34 +0000","twitter","tweet"
"2011-07-05 02:38:09 +0000","twitter","tweet"
"2011-07-05 02:22:01 +0000","twitter","tweet"
"2011-07-04 07:00:57 +0000","twitter","tweet"
"2011-07-04 06:58:21 +0000","twitter","tweet"
"2011-07-04 06:19:01 +0000","twitter","tweet"
"2011-07-03 12:45:18 +0000","twitter","tweet"
"2011-07-02 12:34:56 +0000","twitter","tweet"
"2011-07-01 12:30:49 +0000","twitter","tweet"
"2011-07-01 11:26:36 +0000","twitter","tweet"
"2011-07-01 09:57:50 +0000","twitter","tweet"
"2011-07-01 09:25:26 +0000","twitter","tweet"
"2011-07-01 06:38:18 +0000","twitter","tweet"
"2011-07-01 06:20:52 +0000","twitter","tweet"
"2011-07-01 05:00:57 +0000","twitter","tweet"
"2011-06-30 15:16:14 +0000","twitter","tweet"
"2011-06-30 12:59:40 +0000","twitter","tweet"
"2011-06-30 12:50:40 +0000","twitter","tweet"
"2011-06-30 07:56:38 +0000","twitter","tweet"
"2011-06-30 07:15:06 +0000","twitter","tweet"
"2011-06-30 03:50:04 +0000","twitter","tweet"
"2011-06-30 03:46:30 +0000","twitter","tweet"
"2011-06-30 03:27:21 +0000","twitter","tweet"
"2011-06-30 03:25:37 +0000","twitter","tweet"
"2011-06-29 03:02:14 +0000","twitter","tweet"
"2011-06-29 02:05:06 +0000","twitter","tweet"
"2011-06-28 09:05:55 +0000","twitter","tweet"
"2011-06-28 06:07:11 +0000","twitter","tweet"
"2011-06-28 05:46:24 +0000","twitter","tweet"
"2011-06-28 04:21:51 +0000","twitter","tweet"
"2011-06-27 11:19:56 +0000","twitter","tweet"
"2011-06-24 05:35:34 +0000","twitter","tweet"
"2011-06-24 02:50:16 +0000","twitter","tweet"
"2011-06-23 12:39:56 +0000","twitter","tweet"
"2011-06-23 12:35:59 +0000","twitter","tweet"
"2011-06-23 11:06:06 +0000","twitter","tweet"
"2011-06-23 06:35:37 +0000","twitter","tweet"
"2011-06-23 03:07:15 +0000","twitter","tweet"
"2011-06-23 02:01:12 +0000","twitter","tweet"
"2011-06-22 17:01:34 +0000","twitter","tweet"
"2011-06-22 10:30:00 +0000","twitter","tweet"
"2011-06-22 06:54:22 +0000","twitter","tweet"
"2011-06-22 04:23:22 +0000","twitter","tweet"
"2011-06-22 03:59:47 +0000","twitter","tweet"
"2011-06-22 03:25:43 +0000","twitter","tweet"
"2011-06-22 03:20:18 +0000","twitter","tweet"
"2011-06-21 14:32:50 +0000","twitter","tweet"
"2011-06-21 10:57:08 +0000","twitter","tweet"
"2011-06-21 09:03:36 +0000","twitter","tweet"
"2011-06-21 08:51:49 +0000","twitter","tweet"
"2011-06-21 06:29:35 +0000","twitter","tweet"
"2011-06-21 04:16:59 +0000","twitter","tweet"
"2011-06-21 04:16:36 +0000","twitter","tweet"
"2011-06-21 03:13:45 +0000","twitter","tweet"
"2011-06-21 03:11:28 +0000","twitter","tweet"
"2011-06-20 04:01:16 +0000","twitter","tweet"
"2011-06-18 15:05:38 +0000","twitter","tweet"
"2011-06-18 10:00:05 +0000","twitter","tweet"
"2011-06-18 05:52:23 +0000","twitter","tweet"
"2011-06-17 10:22:28 +0000","twitter","tweet"
"2011-06-17 10:20:25 +0000","twitter","tweet"
"2011-06-17 04:29:21 +0000","twitter","tweet"
"2011-06-17 04:18:02 +0000","twitter","tweet"
"2011-06-17 03:27:23 +0000","twitter","tweet"
"2011-06-16 17:19:44 +0000","twitter","tweet"
"2011-06-16 07:56:58 +0000","twitter","tweet"
"2011-06-16 04:04:50 +0000","twitter","tweet"
"2011-06-15 08:23:00 +0000","twitter","tweet"
"2011-06-14 17:08:02 +0000","twitter","tweet"
"2011-06-14 16:54:31 +0000","twitter","tweet"
"2011-06-14 16:53:26 +0000","twitter","tweet"
"2011-06-14 16:31:41 +0000","twitter","tweet"
"2011-06-14 16:20:04 +0000","twitter","tweet"
"2011-06-14 14:32:06 +0000","twitter","tweet"
"2011-06-14 10:35:38 +0000","twitter","tweet"
"2011-06-14 09:12:00 +0000","twitter","tweet"
"2011-06-14 04:37:07 +0000","twitter","tweet"
"2011-06-14 03:33:14 +0000","twitter","tweet"
"2011-06-14 03:25:40 +0000","twitter","tweet"
"2011-06-13 10:35:52 +0000","twitter","tweet"
"2011-06-13 08:33:58 +0000","twitter","tweet"
"2011-06-13 02:16:22 +0000","twitter","tweet"
"2011-06-12 13:54:52 +0000","twitter","tweet"
"2011-06-12 13:53:00 +0000","twitter","tweet"
"2011-06-12 09:56:25 +0000","twitter","tweet"
"2011-06-12 09:53:21 +0000","twitter","tweet"
"2011-06-12 09:50:35 +0000","twitter","tweet"
"2011-06-12 06:14:49 +0000","twitter","tweet"
"2011-06-11 11:26:34 +0000","twitter","tweet"
"2011-06-11 10:03:25 +0000","twitter","tweet"
"2011-06-11 04:21:17 +0000","twitter","tweet"
"2011-06-11 04:21:17 +0000","twitter","tweet"
"2011-06-10 09:17:04 +0000","twitter","tweet"
"2011-06-10 05:06:42 +0000","twitter","tweet"
"2011-06-09 10:42:13 +0000","twitter","tweet"
"2011-06-09 08:33:51 +0000","twitter","tweet"
"2011-06-09 03:39:23 +0000","twitter","tweet"
"2011-06-09 03:20:58 +0000","twitter","tweet"
"2011-06-09 03:19:54 +0000","twitter","tweet"
"2011-06-08 16:34:41 +0000","twitter","tweet"
"2011-06-08 15:54:04 +0000","twitter","tweet"
"2011-06-08 10:59:55 +0000","twitter","tweet"
"2011-06-08 07:28:18 +0000","twitter","tweet"
"2011-06-08 06:17:45 +0000","twitter","tweet"
"2011-06-08 06:16:00 +0000","twitter","tweet"
"2011-06-07 17:07:58 +0000","twitter","tweet"
"2011-06-07 17:00:30 +0000","twitter","tweet"
"2011-06-07 15:25:02 +0000","twitter","tweet"
"2011-06-07 04:53:12 +0000","twitter","tweet"
"2011-06-06 17:46:23 +0000","twitter","tweet"
"2011-06-06 17:04:53 +0000","twitter","tweet"
"2011-06-06 13:04:04 +0000","twitter","tweet"
"2011-06-06 07:22:16 +0000","twitter","tweet"
"2011-06-06 07:20:14 +0000","twitter","tweet"
"2011-06-06 04:20:50 +0000","twitter","tweet"
"2011-06-05 12:06:43 +0000","twitter","tweet"
"2011-06-03 05:22:53 +0000","twitter","tweet"
"2011-06-03 04:58:08 +0000","twitter","tweet"
"2011-06-02 19:04:34 +0000","twitter","tweet"
"2011-06-02 13:34:51 +0000","twitter","tweet"
"2011-06-02 03:34:40 +0000","twitter","tweet"
"2011-06-01 05:59:56 +0000","twitter","tweet"
"2011-05-31 09:57:12 +0000","twitter","tweet"
"2011-05-31 04:22:17 +0000","twitter","tweet"
"2011-05-31 03:34:33 +0000","twitter","tweet"
"2011-05-30 02:25:45 +0000","twitter","tweet"
"2011-05-29 04:56:34 +0000","twitter","tweet"
"2011-05-29 03:39:35 +0000","twitter","tweet"
"2011-05-28 15:42:50 +0000","twitter","tweet"
"2011-05-27 16:16:22 +0000","twitter","tweet"
"2011-05-27 04:29:26 +0000","twitter","tweet"
"2011-05-26 16:45:33 +0000","twitter","tweet"
"2011-05-26 14:17:12 +0000","twitter","tweet"
"2011-05-26 13:56:39 +0000","twitter","tweet"
"2011-05-26 04:10:46 +0000","twitter","tweet"
"2011-05-26 03:07:05 +0000","twitter","tweet"
"2011-05-25 02:11:51 +0000","twitter","tweet"
"2011-05-25 00:21:30 +0000","twitter","tweet"
"2011-05-24 11:52:57 +0000","twitter","tweet"
"2011-05-24 10:23:36 +0000","twitter","tweet"
"2011-05-24 06:08:31 +0000","twitter","tweet"
"2011-05-24 05:03:58 +0000","twitter","tweet"
"2011-05-23 16:58:02 +0000","twitter","tweet"
"2011-05-23 16:49:38 +0000","twitter","tweet"
"2011-05-23 16:34:36 +0000","twitter","tweet"
"2011-05-23 09:49:20 +0000","twitter","tweet"
"2011-05-23 03:46:29 +0000","twitter","tweet"
"2011-05-23 03:34:27 +0000","twitter","tweet"
"2011-05-23 00:04:13 +0000","twitter","tweet"
"2011-05-22 23:55:03 +0000","twitter","tweet"
"2011-05-22 14:49:29 +0000","twitter","tweet"
"2011-05-22 05:54:04 +0000","twitter","tweet"
"2011-05-21 22:09:30 +0000","twitter","tweet"
"2011-05-21 18:42:09 +0000","twitter","tweet"
"2011-05-21 11:20:30 +0000","twitter","tweet"
"2011-05-20 17:05:11 +0000","twitter","tweet"
"2011-05-20 16:51:40 +0000","twitter","tweet"
"2011-05-20 08:57:12 +0000","twitter","tweet"
"2011-05-19 12:07:28 +0000","twitter","tweet"
"2011-05-19 11:07:12 +0000","twitter","tweet"
"2011-05-19 10:13:12 +0000","twitter","tweet"
"2011-05-19 08:50:36 +0000","twitter","tweet"
"2011-05-19 03:33:51 +0000","twitter","tweet"
"2011-05-18 06:23:17 +0000","twitter","tweet"
"2011-05-17 14:27:54 +0000","twitter","tweet"
"2011-05-17 13:51:13 +0000","twitter","tweet"
"2011-05-17 13:29:27 +0000","twitter","tweet"
"2011-05-17 13:23:28 +0000","twitter","tweet"
"2011-05-17 13:14:44 +0000","twitter","tweet"
"2011-05-17 10:14:54 +0000","twitter","tweet"
"2011-05-17 09:39:18 +0000","twitter","tweet"
"2011-05-17 05:57:06 +0000","twitter","tweet"
"2011-05-16 16:18:41 +0000","twitter","tweet"
"2011-05-16 14:57:39 +0000","twitter","tweet"
"2011-05-16 12:14:55 +0000","twitter","tweet"
"2011-05-16 11:24:34 +0000","twitter","tweet"
"2011-05-16 08:04:57 +0000","twitter","tweet"
"2011-05-16 08:00:31 +0000","twitter","tweet"
"2011-05-16 05:18:02 +0000","twitter","tweet"
"2011-05-15 11:14:10 +0000","twitter","tweet"
"2011-05-14 16:47:20 +0000","twitter","tweet"
"2011-05-14 14:41:59 +0000","twitter","tweet"
"2011-05-13 09:52:02 +0000","twitter","tweet"
"2011-05-13 03:45:58 +0000","twitter","tweet"
"2011-05-12 13:22:06 +0000","twitter","tweet"
"2011-05-12 11:53:00 +0000","twitter","tweet"
"2011-05-12 05:46:38 +0000","twitter","tweet"
"2011-05-12 04:34:12 +0000","twitter","tweet"
"2011-05-12 04:01:53 +0000","twitter","tweet"
"2011-05-11 15:17:22 +0000","twitter","tweet"
"2011-05-10 10:52:23 +0000","twitter","tweet"
"2011-05-10 04:50:26 +0000","twitter","tweet"
"2011-05-09 09:07:55 +0000","twitter","tweet"
"2011-05-09 03:19:17 +0000","twitter","tweet"
"2011-05-09 01:28:22 +0000","twitter","tweet"
"2011-05-08 14:01:33 +0000","twitter","tweet"
"2011-05-08 13:34:17 +0000","twitter","tweet"
"2011-05-08 00:12:26 +0000","twitter","tweet"
"2011-05-07 21:18:15 +0000","twitter","tweet"
"2011-05-07 20:25:56 +0000","twitter","tweet"
"2011-05-07 16:55:22 +0000","twitter","tweet"
"2011-05-07 16:16:05 +0000","twitter","tweet"
"2011-05-07 10:17:53 +0000","twitter","tweet"
"2011-05-06 13:35:16 +0000","twitter","tweet"
"2011-05-06 05:40:14 +0000","twitter","tweet"
"2011-05-04 15:09:33 +0000","twitter","tweet"
"2011-05-04 10:56:06 +0000","twitter","tweet"
"2011-05-04 07:21:21 +0000","twitter","tweet"
"2011-05-03 08:48:33 +0000","twitter","tweet"
"2011-05-01 10:39:51 +0000","twitter","tweet"
"2011-04-28 12:16:42 +0000","twitter","tweet"
"2011-04-27 17:06:17 +0000","twitter","tweet"
"2011-04-27 16:08:56 +0000","twitter","tweet"
"2011-04-27 14:06:58 +0000","twitter","tweet"
"2011-04-27 05:01:45 +0000","twitter","tweet"
"2011-04-26 11:24:57 +0000","twitter","tweet"
"2011-04-22 09:05:36 +0000","twitter","tweet"
"2011-04-22 06:24:36 +0000","twitter","tweet"
"2011-04-22 03:09:27 +0000","twitter","tweet"
"2011-04-21 12:21:38 +0000","twitter","tweet"
"2011-04-21 12:15:23 +0000","twitter","tweet"
"2011-04-21 05:15:34 +0000","twitter","tweet"
"2011-04-20 09:08:53 +0000","twitter","tweet"
"2011-04-20 08:27:28 +0000","twitter","tweet"
"2011-04-20 07:09:13 +0000","twitter","tweet"
"2011-04-20 05:37:56 +0000","twitter","tweet"
"2011-04-19 08:49:14 +0000","twitter","tweet"
"2011-04-17 15:24:23 +0000","twitter","tweet"
"2011-04-15 04:55:41 +0000","twitter","tweet"
"2011-04-14 12:22:06 +0000","twitter","tweet"
"2011-04-13 06:33:59 +0000","twitter","tweet"
"2011-04-12 12:24:22 +0000","twitter","tweet"
"2011-04-12 12:05:01 +0000","twitter","tweet"
"2011-04-12 10:52:21 +0000","twitter","tweet"
"2011-04-12 02:14:50 +0000","twitter","tweet"
"2011-04-12 00:41:03 +0000","twitter","tweet"
"2011-04-12 00:33:20 +0000","twitter","tweet"
"2011-04-11 23:10:42 +0000","twitter","tweet"
"2011-04-11 08:50:55 +0000","twitter","tweet"
"2011-04-11 08:40:19 +0000","twitter","tweet"
"2011-04-11 05:30:29 +0000","twitter","tweet"
"2011-04-10 16:30:49 +0000","twitter","tweet"
"2011-04-09 07:24:44 +0000","twitter","tweet"
"2011-04-08 07:21:21 +0000","twitter","tweet"
"2011-04-08 06:00:24 +0000","twitter","tweet"
"2011-04-07 15:22:11 +0000","twitter","tweet"
"2011-04-07 15:18:58 +0000","twitter","tweet"
"2011-04-07 14:38:27 +0000","twitter","tweet"
"2011-04-07 12:56:49 +0000","twitter","tweet"
"2011-04-07 11:42:22 +0000","twitter","tweet"
"2011-04-07 08:59:14 +0000","twitter","tweet"
"2011-04-07 06:28:15 +0000","twitter","tweet"
"2011-04-07 05:58:43 +0000","twitter","tweet"
"2011-04-06 01:47:42 +0000","twitter","tweet"
"2011-04-06 01:43:55 +0000","twitter","tweet"
"2011-04-05 14:29:37 +0000","twitter","tweet"
"2011-04-05 12:45:54 +0000","twitter","tweet"
"2011-04-05 08:25:34 +0000","twitter","tweet"
"2011-04-05 05:32:35 +0000","twitter","tweet"
"2011-04-05 03:34:44 +0000","twitter","tweet"
"2011-04-04 12:51:30 +0000","twitter","tweet"
"2011-04-04 12:02:48 +0000","twitter","tweet"
"2011-04-04 09:36:44 +0000","twitter","tweet"
"2011-04-04 08:19:35 +0000","twitter","tweet"
"2011-04-01 13:51:43 +0000","twitter","tweet"
"2011-04-01 08:17:33 +0000","twitter","tweet"
"2011-04-01 06:06:45 +0000","twitter","tweet"
"2011-03-30 04:45:44 +0000","twitter","tweet"
"2011-03-30 03:18:46 +0000","twitter","tweet"
"2011-03-29 15:38:38 +0000","twitter","tweet"
"2011-03-29 10:26:34 +0000","twitter","tweet"
"2011-03-27 13:17:48 +0000","twitter","tweet"
"2011-03-27 11:55:29 +0000","twitter","tweet"
"2011-03-25 11:12:39 +0000","twitter","tweet"
"2011-03-25 08:43:39 +0000","twitter","tweet"
"2011-03-25 03:48:02 +0000","twitter","tweet"
"2011-03-25 03:42:17 +0000","twitter","tweet"
"2011-03-24 16:39:18 +0000","twitter","tweet"
"2011-03-24 09:42:43 +0000","twitter","tweet"
"2011-03-24 03:43:53 +0000","twitter","tweet"
"2011-03-23 11:53:49 +0000","twitter","tweet"
"2011-03-22 10:25:06 +0000","twitter","tweet"
"2011-03-22 10:24:12 +0000","twitter","tweet"
"2011-03-22 09:21:17 +0000","twitter","tweet"
"2011-03-22 08:53:35 +0000","twitter","tweet"
"2011-03-22 08:01:47 +0000","twitter","tweet"
"2011-03-22 06:35:59 +0000","twitter","tweet"
"2011-03-21 13:16:33 +0000","twitter","tweet"
"2011-03-20 07:44:21 +0000","twitter","tweet"
"2011-03-20 05:08:27 +0000","twitter","tweet"
"2011-03-19 15:12:02 +0000","twitter","tweet"
"2011-03-19 11:53:51 +0000","twitter","tweet"
"2011-03-18 12:00:04 +0000","twitter","tweet"
"2011-03-18 11:27:51 +0000","twitter","tweet"
"2011-03-18 10:22:39 +0000","twitter","tweet"
"2011-03-18 07:20:11 +0000","twitter","tweet"
"2011-03-18 07:19:23 +0000","twitter","tweet"
"2011-03-18 07:00:27 +0000","twitter","tweet"
"2011-03-18 04:46:33 +0000","twitter","tweet"
"2011-03-18 04:45:07 +0000","twitter","tweet"
"2011-03-17 15:46:10 +0000","twitter","tweet"
"2011-03-17 15:30:44 +0000","twitter","tweet"
"2011-03-17 13:26:45 +0000","twitter","tweet"
"2011-03-17 10:50:46 +0000","twitter","tweet"
"2011-03-17 07:26:32 +0000","twitter","tweet"
"2011-03-16 17:12:49 +0000","twitter","tweet"
"2011-03-16 12:13:35 +0000","twitter","tweet"
"2011-03-16 07:11:19 +0000","twitter","tweet"
"2011-03-16 05:15:58 +0000","twitter","tweet"
"2011-03-16 03:33:26 +0000","twitter","tweet"
"2011-03-15 11:44:34 +0000","twitter","tweet"
"2011-03-15 08:15:27 +0000","twitter","tweet"
"2011-03-15 06:51:27 +0000","twitter","tweet"
"2011-03-14 17:34:55 +0000","twitter","tweet"
"2011-03-14 15:26:45 +0000","twitter","tweet"
"2011-03-14 15:24:53 +0000","twitter","tweet"
"2011-03-14 14:03:51 +0000","twitter","tweet"
"2011-03-14 13:46:26 +0000","twitter","tweet"
"2011-03-14 12:58:05 +0000","twitter","tweet"
"2011-03-14 12:04:55 +0000","twitter","tweet"
"2011-03-14 11:37:06 +0000","twitter","tweet"
"2011-03-14 11:24:40 +0000","twitter","tweet"
"2011-03-14 02:45:54 +0000","twitter","tweet"
"2011-03-14 02:31:00 +0000","twitter","tweet"
"2011-03-14 00:47:52 +0000","twitter","tweet"
"2011-03-12 13:41:13 +0000","twitter","tweet"
"2011-03-12 12:22:56 +0000","twitter","tweet"
"2011-03-12 12:05:11 +0000","twitter","tweet"
"2011-03-12 10:01:53 +0000","twitter","tweet"
"2011-03-12 09:36:45 +0000","twitter","tweet"
"2011-03-12 09:15:37 +0000","twitter","tweet"
"2011-03-12 08:24:24 +0000","twitter","tweet"
"2011-03-12 00:13:42 +0000","twitter","tweet"
"2011-03-11 23:12:58 +0000","twitter","tweet"
"2011-03-11 21:52:00 +0000","twitter","tweet"
"2011-03-11 21:42:03 +0000","twitter","tweet"
"2011-03-11 19:04:12 +0000","twitter","tweet"
"2011-03-11 16:30:57 +0000","twitter","tweet"
"2011-03-11 11:12:18 +0000","twitter","tweet"
"2011-03-11 11:11:10 +0000","twitter","tweet"
"2011-03-11 11:05:26 +0000","twitter","tweet"
"2011-03-11 11:00:24 +0000","twitter","tweet"
"2011-03-11 10:57:17 +0000","twitter","tweet"
"2011-03-11 10:51:38 +0000","twitter","tweet"
"2011-03-11 10:33:37 +0000","twitter","tweet"
"2011-03-11 10:05:42 +0000","twitter","tweet"
"2011-03-11 09:21:23 +0000","twitter","tweet"
"2011-03-11 09:14:30 +0000","twitter","tweet"
"2011-03-11 08:51:57 +0000","twitter","tweet"
"2011-03-11 08:41:37 +0000","twitter","tweet"
"2011-03-11 08:19:40 +0000","twitter","tweet"
"2011-03-11 08:09:51 +0000","twitter","tweet"
"2011-03-11 07:05:41 +0000","twitter","tweet"
"2011-03-11 06:06:45 +0000","twitter","tweet"
"2011-03-11 05:52:09 +0000","twitter","tweet"
"2011-03-10 09:05:51 +0000","twitter","tweet"
"2011-03-10 00:24:01 +0000","twitter","tweet"
"2011-03-08 08:56:52 +0000","twitter","tweet"
"2011-03-07 03:15:47 +0000","twitter","tweet"
"2011-03-04 05:42:25 +0000","twitter","tweet"
"2011-03-03 13:58:51 +0000","twitter","tweet"
"2011-03-03 03:59:00 +0000","twitter","tweet"
"2011-03-03 03:29:44 +0000","twitter","tweet"
"2011-03-03 02:28:52 +0000","twitter","tweet"
"2011-03-02 17:04:39 +0000","twitter","tweet"
"2011-03-02 13:05:52 +0000","twitter","tweet"
"2011-03-02 03:19:36 +0000","twitter","tweet"
"2011-03-01 12:22:56 +0000","twitter","tweet"
"2011-03-01 07:59:19 +0000","twitter","tweet"
"2011-02-28 11:56:19 +0000","twitter","tweet"
"2011-02-28 02:43:03 +0000","twitter","tweet"
"2011-02-25 03:55:56 +0000","twitter","tweet"
"2011-02-24 15:56:28 +0000","twitter","tweet"
"2011-02-24 08:21:02 +0000","twitter","tweet"
"2011-02-24 01:58:25 +0000","twitter","tweet"
"2011-02-23 05:15:19 +0000","twitter","tweet"
"2011-02-22 03:52:28 +0000","twitter","tweet"
"2011-02-22 03:00:11 +0000","twitter","tweet"
"2011-02-20 07:50:29 +0000","twitter","tweet"
"2011-02-17 17:31:50 +0000","twitter","tweet"
"2011-02-17 06:53:05 +0000","twitter","tweet"
"2011-02-16 16:23:39 +0000","twitter","tweet"
"2011-02-16 15:55:13 +0000","twitter","tweet"
"2011-02-16 13:04:48 +0000","twitter","tweet"
"2011-02-16 12:04:51 +0000","twitter","tweet"
"2011-02-16 11:02:59 +0000","twitter","tweet"
"2011-02-16 08:37:08 +0000","twitter","tweet"
"2011-02-16 06:09:35 +0000","twitter","tweet"
"2011-02-16 05:36:07 +0000","twitter","tweet"
"2011-02-15 17:01:51 +0000","twitter","tweet"
"2011-02-15 07:01:51 +0000","twitter","tweet"
"2011-02-14 15:29:27 +0000","twitter","tweet"
"2011-02-14 10:13:18 +0000","twitter","tweet"
"2011-02-14 08:37:13 +0000","twitter","tweet"
"2011-02-14 02:19:53 +0000","twitter","tweet"
"2011-02-13 08:43:36 +0000","twitter","tweet"
"2011-02-11 04:54:49 +0000","twitter","tweet"
"2011-02-09 11:45:42 +0000","twitter","tweet"
"2011-02-08 13:04:37 +0000","twitter","tweet"
"2011-02-07 08:21:55 +0000","twitter","tweet"
"2011-02-07 07:37:15 +0000","twitter","tweet"
"2011-02-07 03:37:56 +0000","twitter","tweet"
"2011-02-01 01:06:26 +0000","twitter","tweet"
"2011-01-25 18:05:13 +0000","twitter","tweet"
"2011-01-25 16:51:30 +0000","twitter","tweet"
"2011-01-20 16:05:36 +0000","twitter","tweet"
"2011-01-13 14:53:27 +0000","twitter","tweet"
"2011-01-13 03:35:42 +0000","twitter","tweet"
"2011-01-11 21:58:31 +0000","twitter","tweet"
"2011-01-07 19:27:57 +0000","twitter","tweet"
"2011-01-07 04:28:00 +0000","twitter","tweet"
"2011-01-06 16:58:02 +0000","twitter","tweet"
"2011-01-01 14:26:40 +0000","twitter","tweet"
"2010-12-31 15:08:15 +0000","twitter","tweet"
"2010-12-30 16:56:14 +0000","twitter","tweet"
"2010-12-27 17:50:22 +0000","twitter","tweet"
"2010-12-24 15:45:03 +0000","twitter","tweet"
"2010-12-22 02:12:19 +0000","twitter","tweet"
"2010-12-20 02:01:13 +0000","twitter","tweet"
"2010-12-17 07:50:41 +0000","twitter","tweet"
"2010-12-17 02:09:30 +0000","twitter","tweet"
"2010-12-16 04:06:23 +0000","twitter","tweet"
"2010-12-15 17:58:23 +0000","twitter","tweet"
"2010-12-15 10:14:46 +0000","twitter","tweet"
"2010-12-14 09:44:37 +0000","twitter","tweet"
"2010-12-10 06:19:13 +0000","twitter","tweet"
"2010-12-10 06:09:52 +0000","twitter","tweet"
"2010-12-09 03:58:34 +0000","twitter","tweet"
"2010-12-08 05:56:48 +0000","twitter","tweet"
"2010-12-07 03:49:23 +0000","twitter","tweet"
"2010-12-02 23:12:58 +0000","twitter","tweet"
"2010-11-30 03:36:34 +0000","twitter","tweet"
"2010-11-29 10:01:11 +0000","twitter","tweet"
"2010-11-26 07:15:47 +0000","twitter","tweet"
"2010-11-25 12:05:06 +0000","twitter","tweet"
"2010-11-25 11:09:20 +0000","twitter","tweet"
"2010-11-25 07:36:57 +0000","twitter","tweet"
"2010-11-24 16:06:24 +0000","twitter","tweet"
"2010-11-24 15:59:30 +0000","twitter","tweet"
"2010-11-23 05:55:31 +0000","twitter","tweet"
"2010-11-23 02:36:22 +0000","twitter","tweet"
"2010-11-22 10:59:59 +0000","twitter","tweet"
"2010-11-20 08:50:23 +0000","twitter","tweet"
"2010-11-20 04:31:57 +0000","twitter","tweet"
"2010-11-20 03:17:31 +0000","twitter","tweet"
"2010-11-18 05:50:05 +0000","twitter","tweet"
"2010-11-16 15:05:30 +0000","twitter","tweet"
"2010-11-16 04:57:07 +0000","twitter","tweet"
"2010-11-16 03:56:19 +0000","twitter","tweet"
"2010-11-16 02:13:41 +0000","twitter","tweet"
"2010-11-16 02:09:27 +0000","twitter","tweet"
"2010-11-16 01:34:36 +0000","twitter","tweet"
"2010-11-15 14:37:30 +0000","twitter","tweet"
"2010-11-15 14:23:55 +0000","twitter","tweet"
"2010-11-15 14:12:26 +0000","twitter","tweet"
"2010-11-12 05:55:48 +0000","twitter","tweet"
"2010-11-11 11:38:33 +0000","twitter","tweet"
"2010-11-10 03:46:32 +0000","twitter","tweet"
"2010-11-10 03:37:40 +0000","twitter","tweet"
"2010-11-10 03:18:27 +0000","twitter","tweet"
"2010-11-09 16:56:12 +0000","twitter","tweet"
"2010-11-08 11:04:15 +0000","twitter","tweet"
"2010-11-06 18:00:20 +0000","twitter","tweet"
"2010-11-06 17:56:23 +0000","twitter","tweet"
"2010-11-06 17:19:38 +0000","twitter","tweet"
"2010-11-05 02:36:49 +0000","twitter","tweet"
"2010-11-04 11:41:10 +0000","twitter","tweet"
"2010-11-04 09:21:09 +0000","twitter","tweet"
"2010-11-04 00:50:55 +0000","twitter","tweet"
"2010-10-29 04:02:54 +0000","twitter","tweet"
"2010-10-29 03:02:39 +0000","twitter","tweet"
"2010-10-29 02:10:39 +0000","twitter","tweet"
"2010-10-28 03:04:25 +0000","twitter","tweet"
"2010-10-27 08:41:17 +0000","twitter","tweet"
"2010-10-27 06:13:53 +0000","twitter","tweet"
"2010-10-27 02:34:43 +0000","twitter","tweet"
"2010-10-26 08:58:51 +0000","twitter","tweet"
"2010-10-26 07:01:05 +0000","twitter","tweet"
"2010-10-26 06:44:49 +0000","twitter","tweet"
"2010-10-26 06:30:32 +0000","twitter","tweet"
"2010-10-25 06:50:53 +0000","twitter","tweet"
"2010-10-22 11:07:14 +0000","twitter","tweet"
"2010-10-22 03:08:04 +0000","twitter","tweet"
"2010-10-20 17:01:36 +0000","twitter","tweet"
"2010-10-20 11:08:32 +0000","twitter","tweet"
"2010-10-20 10:49:31 +0000","twitter","tweet"
"2010-10-20 06:28:14 +0000","twitter","tweet"
"2010-10-19 10:56:11 +0000","twitter","tweet"
"2010-10-19 06:31:47 +0000","twitter","tweet"
"2010-10-18 12:35:19 +0000","twitter","tweet"
"2010-10-18 07:03:13 +0000","twitter","tweet"
"2010-10-18 06:41:41 +0000","twitter","tweet"
"2010-10-17 07:35:44 +0000","twitter","tweet"
"2010-10-16 13:54:17 +0000","twitter","tweet"
"2010-10-16 13:00:43 +0000","twitter","tweet"
"2010-10-15 08:57:47 +0000","twitter","tweet"
"2010-10-15 04:14:06 +0000","twitter","tweet"
"2010-10-15 02:02:46 +0000","twitter","tweet"
"2010-10-14 06:12:26 +0000","twitter","tweet"
"2010-10-14 01:47:41 +0000","twitter","tweet"
"2010-10-13 14:58:52 +0000","twitter","tweet"
"2010-10-11 15:29:18 +0000","twitter","tweet"
"2010-10-08 14:57:39 +0000","twitter","tweet"
"2010-10-08 05:24:13 +0000","twitter","tweet"
"2010-10-07 07:59:59 +0000","twitter","tweet"
"2010-10-06 18:21:16 +0000","twitter","tweet"
"2010-10-05 13:58:19 +0000","twitter","tweet"
